"units","objectType","objects","OID","status","index","ID","objectFullName","defval","objectSyntax","description","maxAccess","augments","reference","objectName","parent","module"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.11.1.11","current","","11","IPV6-MIB::ipv6RouteMetric","","Unsigned32","""The routing metric for this route. The semantics of this metric are determined by the routing protocol specified in the route's ipv6RouteProtocol value. When this is unknown or not relevant to the protocol indicated by ipv6RouteProtocol, the object value should be set to its maximum value (4,294,967,295).""","read-only","","","ipv6RouteMetric","ipv6RouteEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.11.1.12","current","","12","IPV6-MIB::ipv6RouteWeight","","Unsigned32","""The system internal weight value for this route. The semantics of this value are determined by the implementation specific rules. Generally, within routes with the same ipv6RoutePolicy value, the lower the weight value the more preferred is the route.""","read-only","","","ipv6RouteWeight","ipv6RouteEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.11.1.13","current","","13","IPV6-MIB::ipv6RouteInfo","","RowPointer","""A reference to MIB definitions specific to the particular routing protocol which is responsible for this route, as determined by the value specified in the route's ipv6RouteProto value. If this information is not present, its value should be set to the OBJECT ID { 0 0 }, which is a syntactically valid object identifier, and any implementation conforming to ASN.1 and the Basic Encoding Rules must be able to generate and recognize this value.""","read-only","","","ipv6RouteInfo","ipv6RouteEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.11.1.14","current","","14","IPV6-MIB::ipv6RouteValid","{ true }","TruthValue","""Setting this object to the value 'false(2)' has the effect of invalidating the corresponding entry in the ipv6RouteTable object. That is, it effectively disassociates the destination identified with said entry from the route identified with said entry. It is an implementation-specific matter as to whether the agent removes an invalidated entry from the table. Accordingly, management stations must be prepared to receive tabular information from agents that corresponds to entries not currently in use. Proper interpretation of such entries requires examination of the relevant ipv6RouteValid object.""","read-write","","","ipv6RouteValid","ipv6RouteEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12","current","","12","IPV6-MIB::ipv6NetToMediaTable","","SEQUENCE OF Ipv6NetToMediaEntry","""The IPv6 Address Translation table used for mapping from IPv6 addresses to physical addresses. The IPv6 address translation table contain the Ipv6Address to `physical' address equivalencies. Some interfaces do not use translation tables for determining address equivalencies; if all interfaces are of this type, then the Address Translation table is empty, i.e., has zero entries.""","not-accessible","","","ipv6NetToMediaTable","ipv6MIBObjects","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1","current","{ ipv6IfIndex, ipv6NetToMediaNetAddress }","1","IPV6-MIB::ipv6NetToMediaEntry","","Ipv6NetToMediaEntry","""Each entry contains one IPv6 address to `physical' address equivalence.""","not-accessible","","","ipv6NetToMediaEntry","ipv6NetToMediaTable","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.1","current","","1","IPV6-MIB::ipv6NetToMediaNetAddress","","Ipv6Address","""The IPv6 Address corresponding to the media-dependent `physical' address.""","not-accessible","","","ipv6NetToMediaNetAddress","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.2","current","","2","IPV6-MIB::ipv6NetToMediaPhysAddress","","PhysAddress","""The media-dependent `physical' address.""","read-only","","","ipv6NetToMediaPhysAddress","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.3","current","","3","IPV6-MIB::ipv6NetToMediaType","","INTEGER { other(1), dynamic(2), static(3), local(4) }","""The type of the mapping. The 'dynamic(2)' type indicates that the IPv6 address to physical addresses mapping has been dynamically resolved using the IPv6 Neighbor Discovery protocol. The static(3)' types indicates that the mapping has been statically configured. The local(4) indicates that the mapping is provided for an entity's own interface address.""","read-only","","","ipv6NetToMediaType","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.4","current","","4","IPV6-MIB::ipv6IfNetToMediaState","","INTEGER { reachable(1), stale(2), delay(3), probe(4), invalid(5), unknown(6) }","""The Neighbor Unreachability Detection [8] state for the interface when the address mapping in this entry is used.""","read-only","","","ipv6IfNetToMediaState","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.5","current","","5","IPV6-MIB::ipv6IfNetToMediaLastUpdated","","TimeStamp","""The value of sysUpTime at the time this entry was last updated. If this entry was updated prior to the last re-initialization of the local network management subsystem, then this object contains a zero value.""","read-only","","","ipv6IfNetToMediaLastUpdated","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.55.1.12.1.6","current","","6","IPV6-MIB::ipv6NetToMediaValid","{ true }","TruthValue","""Setting this object to the value 'false(2)' has the effect of invalidating the corresponding entry in the ipv6NetToMediaTable. That is, it effectively disassociates the interface identified with said entry from the mapping identified with said entry. It is an implementation-specific matter as to whether the agent removes an invalidated entry from the table. Accordingly, management stations must be prepared to receive tabular information from agents that corresponds to entries not currently in use. Proper interpretation of such entries requires examination of the relevant ipv6NetToMediaValid object.""","read-write","","","ipv6NetToMediaValid","ipv6NetToMediaEntry","IPV6-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.55.2","","","2","IPV6-MIB::ipv6Notifications","","","","","","","ipv6Notifications","ipv6MIB","IPV6-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.55.2.0","","","0","IPV6-MIB::ipv6NotificationPrefix","","","","","","","ipv6NotificationPrefix","ipv6Notifications","IPV6-MIB"
"","NOTIFICATION-TYPE","{ ipv6IfDescr, ipv6IfOperStatus }","1.3.6.1.2.1.55.2.0.1","current","","1","IPV6-MIB::ipv6IfStateChange","","","""An ipv6IfStateChange notification signifies that there has been a change in the state of an ipv6 interface. This notification should be generated when the interface's operational status transitions to or from the up(1) state.""","","","","ipv6IfStateChange","ipv6NotificationPrefix","IPV6-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.55.3","","","3","IPV6-MIB::ipv6Conformance","","","","","","","ipv6Conformance","ipv6MIB","IPV6-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.55.3.1","","","1","IPV6-MIB::ipv6Compliances","","","","","","","ipv6Compliances","ipv6Conformance","IPV6-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.55.3.2","","","2","IPV6-MIB::ipv6Groups","","","","","","","ipv6Groups","ipv6Conformance","IPV6-MIB"
"","MODULE-COMPLIANCE","","1.3.6.1.2.1.55.3.1.1","","","1","IPV6-MIB::ipv6Compliance","","","","","","","ipv6Compliance","ipv6Compliances","IPV6-MIB"
"","OBJECT-GROUP","{ ipv6Forwarding, ipv6DefaultHopLimit, ipv6Interfaces, ipv6IfTableLastChange, ipv6IfDescr, ipv6IfLowerLayer, ipv6IfEffectiveMtu, ipv6IfReasmMaxSize, ipv6IfIdentifier, ipv6IfIdentifierLength, ipv6IfPhysicalAddress, ipv6IfAdminStatus, ipv6IfOperStatus, ipv6IfLastChange, ipv6IfStatsInReceives, ipv6IfStatsInHdrErrors, ipv6IfStatsInTooBigErrors, ipv6IfStatsInNoRoutes, ipv6IfStatsInAddrErrors, ipv6IfStatsInUnknownProtos, ipv6IfStatsInTruncatedPkts, ipv6IfStatsInDiscards, ipv6IfStatsInDelivers, ipv6IfStatsOutForwDatagrams, ipv6IfStatsOutRequests, ipv6IfStatsOutDiscards, ipv6IfStatsOutFragOKs, ipv6IfStatsOutFragFails, ipv6IfStatsOutFragCreates, ipv6IfStatsReasmReqds, ipv6IfStatsReasmOKs, ipv6IfStatsReasmFails, ipv6IfStatsInMcastPkts, ipv6IfStatsOutMcastPkts, ipv6AddrPrefixOnLinkFlag, ipv6AddrPrefixAutonomousFlag, ipv6AddrPrefixAdvPreferredLifetime, ipv6AddrPrefixAdvValidLifetime, ipv6AddrPfxLength, ipv6AddrType, ipv6AddrAnycastFlag, ipv6AddrStatus, ipv6RouteNumber, ipv6DiscardedRoutes, ipv6RouteIfIndex, ipv6RouteNextHop, ipv6RouteType, ipv6RouteProtocol, ipv6RoutePolicy, ipv6RouteAge, ipv6RouteNextHopRDI, ipv6RouteMetric, ipv6RouteWeight, ipv6RouteInfo, ipv6RouteValid, ipv6NetToMediaPhysAddress, ipv6NetToMediaType, ipv6IfNetToMediaState, ipv6IfNetToMediaLastUpdated, ipv6NetToMediaValid }","1.3.6.1.2.1.55.3.2.1","current","","1","IPV6-MIB::ipv6GeneralGroup","","","""The IPv6 group of objects providing for basic management of IPv6 entities.""","","","","ipv6GeneralGroup","ipv6Groups","IPV6-MIB"
"","NOTIFICATION-GROUP","{ ipv6IfStateChange }","1.3.6.1.2.1.55.3.2.2","current","","2","IPV6-MIB::ipv6NotificationGroup","","","""The notification that an IPv6 entity is required to implement.""","","","","ipv6NotificationGroup","ipv6Groups","IPV6-MIB"
"","IMPORT","{ MODULE-IDENTITY,OBJECT-TYPE,Integer32,Gauge32 }","","","","","LM-SENSORS-MIB::","","","Objects imported from Module: SNMPv2-SMI","","","","SNMPv2-SMI","","LM-SENSORS-MIB"
"","MODULE-IDENTITY","","1.3.6.1.4.1.2021.13.16.1","","","1","LM-SENSORS-MIB::lmSensorsMIB","","","""This MIB module defines objects for lm_sensor derived data.""","","","","lmSensorsMIB","lmSensors","LM-SENSORS-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.2021.13.16","","","16","LM-SENSORS-MIB::lmSensors","","","","","","","lmSensors","ucdExperimental","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.2","current","","2","LM-SENSORS-MIB::lmTempSensorsTable","","SEQUENCE OF LMTempSensorsEntry","""Table of temperature sensors and their values.""","not-accessible","","","lmTempSensorsTable","lmSensors","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.2.1","current","{ lmTempSensorsIndex }","1","LM-SENSORS-MIB::lmTempSensorsEntry","","LMTempSensorsEntry","""An entry containing a device and its statistics.""","not-accessible","","","lmTempSensorsEntry","lmTempSensorsTable","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.2.1.1","current","","1","LM-SENSORS-MIB::lmTempSensorsIndex","","Integer32 (0..65535)","""Reference index for each observed device.""","read-only","","","lmTempSensorsIndex","lmTempSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.2.1.2","current","","2","LM-SENSORS-MIB::lmTempSensorsDevice","","DisplayString","""The name of the temperature sensor we are reading.""","read-only","","","lmTempSensorsDevice","lmTempSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.2.1.3","current","","3","LM-SENSORS-MIB::lmTempSensorsValue","","Gauge32","""The temperature of this sensor in mC.""","read-only","","","lmTempSensorsValue","lmTempSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.3","current","","3","LM-SENSORS-MIB::lmFanSensorsTable","","SEQUENCE OF LMFanSensorsEntry","""Table of fan sensors and their values.""","not-accessible","","","lmFanSensorsTable","lmSensors","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.3.1","current","{ lmFanSensorsIndex }","1","LM-SENSORS-MIB::lmFanSensorsEntry","","LMFanSensorsEntry","""An entry containing a device and its statistics.""","not-accessible","","","lmFanSensorsEntry","lmFanSensorsTable","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.3.1.1","current","","1","LM-SENSORS-MIB::lmFanSensorsIndex","","Integer32 (0..65535)","""Reference index for each observed device.""","read-only","","","lmFanSensorsIndex","lmFanSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.3.1.2","current","","2","LM-SENSORS-MIB::lmFanSensorsDevice","","DisplayString","""The name of the fan sensor we are reading.""","read-only","","","lmFanSensorsDevice","lmFanSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.3.1.3","current","","3","LM-SENSORS-MIB::lmFanSensorsValue","","Gauge32","""The rotation speed of the fan in RPM.""","read-only","","","lmFanSensorsValue","lmFanSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.4","current","","4","LM-SENSORS-MIB::lmVoltSensorsTable","","SEQUENCE OF LMVoltSensorsEntry","""Table of voltage sensors and their values.""","not-accessible","","","lmVoltSensorsTable","lmSensors","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.4.1","current","{ lmVoltSensorsIndex }","1","LM-SENSORS-MIB::lmVoltSensorsEntry","","LMVoltSensorsEntry","""An entry containing a device and its statistics.""","not-accessible","","","lmVoltSensorsEntry","lmVoltSensorsTable","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.4.1.1","current","","1","LM-SENSORS-MIB::lmVoltSensorsIndex","","Integer32 (0..65535)","""Reference index for each observed device.""","read-only","","","lmVoltSensorsIndex","lmVoltSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.4.1.2","current","","2","LM-SENSORS-MIB::lmVoltSensorsDevice","","DisplayString","""The name of the device we are reading.""","read-only","","","lmVoltSensorsDevice","lmVoltSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.4.1.3","current","","3","LM-SENSORS-MIB::lmVoltSensorsValue","","Gauge32","""The voltage in mV.""","read-only","","","lmVoltSensorsValue","lmVoltSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.5","current","","5","LM-SENSORS-MIB::lmMiscSensorsTable","","SEQUENCE OF LMMiscSensorsEntry","""Table of miscellaneous sensor devices and their values.""","not-accessible","","","lmMiscSensorsTable","lmSensors","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.5.1","current","{ lmMiscSensorsIndex }","1","LM-SENSORS-MIB::lmMiscSensorsEntry","","LMMiscSensorsEntry","""An entry containing a device and its statistics.""","not-accessible","","","lmMiscSensorsEntry","lmMiscSensorsTable","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.5.1.1","current","","1","LM-SENSORS-MIB::lmMiscSensorsIndex","","Integer32 (0..65535)","""Reference index for each observed device.""","read-only","","","lmMiscSensorsIndex","lmMiscSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.5.1.2","current","","2","LM-SENSORS-MIB::lmMiscSensorsDevice","","DisplayString","""The name of the device we are reading.""","read-only","","","lmMiscSensorsDevice","lmMiscSensorsEntry","LM-SENSORS-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.2021.13.16.5.1.3","current","","3","LM-SENSORS-MIB::lmMiscSensorsValue","","Gauge32","""The value of this sensor.""","read-only","","","lmMiscSensorsValue","lmMiscSensorsEntry","LM-SENSORS-MIB"
"","IMPORT","{ SnmpAdminString }","","","","","NET-SNMP-AGENT-MIB::","","","Objects imported from Module: SNMP-FRAMEWORK-MIB","","","","SNMP-FRAMEWORK-MIB","","NET-SNMP-AGENT-MIB"
"","MODULE-IDENTITY","","1.3.6.1.4.1.8072.3.1.2","","","2","NET-SNMP-AGENT-MIB::netSnmpAgentMIB","","","""Defines control and monitoring structures for the Net-SNMP agent.""","","","","netSnmpAgentMIB","netSnmpModuleIDs","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.1","","","1","NET-SNMP-AGENT-MIB::nsVersion","","","","","","","nsVersion","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.2","","","2","NET-SNMP-AGENT-MIB::nsMibRegistry","","","","","","","nsMibRegistry","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.3","","","3","NET-SNMP-AGENT-MIB::nsExtensions","","","","","","","nsExtensions","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.4","","","4","NET-SNMP-AGENT-MIB::nsDLMod","","","","","","","nsDLMod","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.5","","","5","NET-SNMP-AGENT-MIB::nsCache","","","","","","","nsCache","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.6","","","6","NET-SNMP-AGENT-MIB::nsErrorHistory","","","","","","","nsErrorHistory","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.7","","","7","NET-SNMP-AGENT-MIB::nsConfiguration","","","","","","","nsConfiguration","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.8","","","8","NET-SNMP-AGENT-MIB::nsTransactions","","","","","","","nsTransactions","netSnmpObjects","NET-SNMP-AGENT-MIB"
"","TEXTUAL-CONVENTION","","","current","","","NET-SNMP-AGENT-MIB::NetsnmpCacheStatus","","INTEGER { enabled(1), disabled(2), empty (3), cached (4), expired(5) }","""an indication of the status of data caching entries""","","","","NetsnmpCacheStatus","","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.1","current","","1","NET-SNMP-AGENT-MIB::nsCacheDefaultTimeout","{ 5 }","INTEGER","""Default cache timeout value (unless overridden for a particular cache entry).""","read-write","","","nsCacheDefaultTimeout","nsCache","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.2","current","","2","NET-SNMP-AGENT-MIB::nsCacheEnabled","{ true }","TruthValue","""Whether data caching is active overall.""","read-write","","","nsCacheEnabled","nsCache","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.3","current","","3","NET-SNMP-AGENT-MIB::nsCacheTable","","SEQUENCE OF NsCacheEntry","""A table of individual MIB module data caches.""","not-accessible","","","nsCacheTable","nsCache","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.3.1","current","{ IMPLIED nsCachedOID }","1","NET-SNMP-AGENT-MIB::nsCacheEntry","","NsCacheEntry","""A conceptual row within the cache table.""","not-accessible","","","nsCacheEntry","nsCacheTable","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.3.1.1","current","","1","NET-SNMP-AGENT-MIB::nsCachedOID","","OBJECT IDENTIFIER","""The root OID of the data being cached.""","not-accessible","","","nsCachedOID","nsCacheEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.3.1.2","current","","2","NET-SNMP-AGENT-MIB::nsCacheTimeout","","INTEGER","""The length of time (?in seconds) for which the data in this particular cache entry will remain valid.""","read-write","","","nsCacheTimeout","nsCacheEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.5.3.1.3","current","","3","NET-SNMP-AGENT-MIB::nsCacheStatus","","NetsnmpCacheStatus","""The current status of this particular cache entry. Acceptable values for Set requests are 'enabled(1)', 'disabled(2)' or 'empty(3)' (to clear all cached data). Requests to read the value of such an object will return 'disabled(2)' through to 'expired(5)'.""","read-write","","","nsCacheStatus","nsCacheEntry","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.7.1","","","1","NET-SNMP-AGENT-MIB::nsConfigDebug","","","","","","","nsConfigDebug","nsConfiguration","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.7.2","","","2","NET-SNMP-AGENT-MIB::nsConfigLogging","","","","","","","nsConfigLogging","nsConfiguration","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.1","current","","1","NET-SNMP-AGENT-MIB::nsDebugEnabled","{ false }","TruthValue","""Whether the agent is configured to generate debugging output""","read-write","","","nsDebugEnabled","nsConfigDebug","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.2","current","","2","NET-SNMP-AGENT-MIB::nsDebugOutputAll","{ false }","TruthValue","""Whether the agent is configured to display all debugging output rather than filtering on individual debug tokens. Nothing will be generated unless nsDebugEnabled is also true(1)""","read-write","","","nsDebugOutputAll","nsConfigDebug","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.3","current","","3","NET-SNMP-AGENT-MIB::nsDebugDumpPdu","{ false }","TruthValue","""Whether the agent is configured to display raw packet dumps. This is unrelated to the nsDebugEnabled setting.""","read-write","","","nsDebugDumpPdu","nsConfigDebug","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.4","current","","4","NET-SNMP-AGENT-MIB::nsDebugTokenTable","","SEQUENCE OF NsDebugTokenEntry","""A table of individual debug tokens, used to control the selection of what debugging output should be produced. This table is only effective if nsDebugOutputAll is false(2), and nothing will be generated unless nsDebugEnabled is also true(1)""","not-accessible","","","nsDebugTokenTable","nsConfigDebug","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.4.1","current","{ IMPLIED nsDebugTokenPrefix }","1","NET-SNMP-AGENT-MIB::nsDebugTokenEntry","","NsDebugTokenEntry","""A conceptual row within the debug token table.""","not-accessible","","","nsDebugTokenEntry","nsDebugTokenTable","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.4.1.2","current","","2","NET-SNMP-AGENT-MIB::nsDebugTokenPrefix","","DisplayString","""A token prefix for which to generate the corresponding debugging output. Note that debug output will be generated for all registered debug statements sharing this prefix (rather than an exact match). Nothing will be generated unless both nsDebuggingEnabled is set true(1) and the corresponding nsDebugTokenStatus value is active(1).""","not-accessible","","","nsDebugTokenPrefix","nsDebugTokenEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.1.4.1.4","current","","4","NET-SNMP-AGENT-MIB::nsDebugTokenStatus","","RowStatus","""Whether to generate debug output for the corresponding debug token prefix. Nothing will be generated unless both nsDebuggingEnabled is true(1) and this instance is active(1). Note that is valid for an instance to be left with the value notInService(2) indefinitely - i.e. the meaning of 'abnormally long' (see RFC 2579, RowStatus) for this table is infinite.""","read-create","","","nsDebugTokenStatus","nsDebugTokenEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1","current","","1","NET-SNMP-AGENT-MIB::nsLoggingTable","","SEQUENCE OF NsLoggingEntry","""A table of individual logging output destinations, used to control where various levels of output from the agent should be directed.""","not-accessible","","","nsLoggingTable","nsConfigLogging","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1","current","{ nsLogLevel, IMPLIED nsLogToken }","1","NET-SNMP-AGENT-MIB::nsLoggingEntry","","NsLoggingEntry","""A conceptual row within the logging table.""","not-accessible","","","nsLoggingEntry","nsLoggingTable","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1.1","current","","1","NET-SNMP-AGENT-MIB::nsLogLevel","","INTEGER { emergency(0), alert (1), critical (2), error (3), warning (4), notice (5), info (6), debug (7) }","""The (minimum) priority level for which this logging entry should be applied.""","not-accessible","","","nsLogLevel","nsLoggingEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1.2","current","","2","NET-SNMP-AGENT-MIB::nsLogToken","","DisplayString","""A token for which to generate logging entries. Depending on the style of logging, this may either be simply an arbitrary token, or may have some particular meaning (such as the filename to log to).""","not-accessible","","","nsLogToken","nsLoggingEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1.3","current","","3","NET-SNMP-AGENT-MIB::nsLogType","","INTEGER { stdout (1), stderr (2), file (3), syslog (4), callback (5) }","""The type of logging for this entry.""","read-create","","","nsLogType","nsLoggingEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1.4","current","","4","NET-SNMP-AGENT-MIB::nsLogMaxLevel","{ emergency }","INTEGER { emergency(0), alert (1), critical (2), error (3), warning (4), notice (5), info (6), debug (7) }","""The maximum priority level for which this logging entry should be applied.""","read-create","","","nsLogMaxLevel","nsLoggingEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.7.2.1.1.5","current","","5","NET-SNMP-AGENT-MIB::nsLogStatus","","RowStatus","""Whether to generate logging output for this entry. Note that is valid for an instance to be left with the value notInService(2) indefinitely - i.e. the meaning of 'abnormally long' (see RFC 2579, RowStatus) for this table is infinite.""","read-create","","","nsLogStatus","nsLoggingEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.8.1","current","","1","NET-SNMP-AGENT-MIB::nsTransactionTable","","SEQUENCE OF NsTransactionEntry","""Lists currently outstanding transactions in the net-snmp agent. This includes requests to AgentX subagents, or proxied SNMP agents.""","not-accessible","","","nsTransactionTable","nsTransactions","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.8.1.1","current","{ nsTransactionID }","1","NET-SNMP-AGENT-MIB::nsTransactionEntry","","NsTransactionEntry","""A row describing a given transaction.""","not-accessible","","","nsTransactionEntry","nsTransactionTable","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.8.1.1.1","current","","1","NET-SNMP-AGENT-MIB::nsTransactionID","","Unsigned32 (0..4294967295)","""The internal identifier for a given transaction.""","not-accessible","","","nsTransactionID","nsTransactionEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.8.1.1.2","current","","2","NET-SNMP-AGENT-MIB::nsTransactionMode","","Integer32","""The mode number for the current operation being performed.""","read-only","","","nsTransactionMode","nsTransactionEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1","current","","1","NET-SNMP-AGENT-MIB::nsModuleTable","","SEQUENCE OF NsModuleEntry","""A table displaying all the oid's registered by mib modules in the agent. Since the agent is modular in nature, this lists each module's OID it is responsible for and the name of the module""","not-accessible","","","nsModuleTable","nsMibRegistry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1","current","{ nsmContextName, nsmRegistrationPoint, nsmRegistrationPriority }","1","NET-SNMP-AGENT-MIB::nsModuleEntry","","NsModuleEntry","""An entry containing a registered mib oid.""","not-accessible","","","nsModuleEntry","nsModuleTable","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.1","current","","1","NET-SNMP-AGENT-MIB::nsmContextName","","SnmpAdminString","""The context name the module is registered under.""","not-accessible","","","nsmContextName","nsModuleEntry","NET-SNMP-AGENT-MIB"
